1.8262;-0.49382;-0.24193;-0.34732;-0.28058;-0.21112;-0.090635;-0.013353;0.019173;0.0035815;-0.017546;-0.019063;-0.017079
2.804;0.06154;-0.068686;-0.41222;-0.46395;-0.054929;-0.043624;-0.20869;0.0038774;-0.12249;-0.04863;0.098681;0.011127
4.0395;0.14627;-0.13383;-0.32993;-0.48072;-0.09183;0.0026086;-0.14848;0.023671;-0.17353;-0.019126;0.049147;-0.093985
3.2961;0.13953;-0.10556;-0.36244;-0.43575;-0.068464;-0.022585;-0.15514;0.020832;-0.1661;-0.057479;0.042932;-0.057218
2.0785;-0.31931;-0.16546;-0.40845;-0.37268;-0.21012;-0.07087;-0.026451;0.013345;-0.0095463;-0.024049;-0.0061076;-0.005381
1.8632;-0.45839;-0.15699;-0.24866;-0.21744;-0.21613;-0.14734;-0.10672;-0.079376;-0.045778;-0.0082949;0.024877;0.042225
1.7525;-0.54601;-0.24481;-0.28938;-0.18436;-0.1624;-0.11015;-0.079166;-0.047666;-0.018783;-0.0028249;0.026065;0.01505
1.7435;-0.54645;-0.23498;-0.27051;-0.17687;-0.1561;-0.10797;-0.076652;-0.050803;-0.021235;-0.010407;0.015195;0.01798
1.7507;-0.54537;-0.24845;-0.27733;-0.1851;-0.15716;-0.10704;-0.085899;-0.045325;-0.022229;-0.023582;0.0091111;0.020345
1.742;-0.54878;-0.23963;-0.27403;-0.18094;-0.15649;-0.10852;-0.079864;-0.049132;-0.020932;-0.0056243;0.015014;0.017837
1.7399;-0.5508;-0.24404;-0.27541;-0.19286;-0.15696;-0.10228;-0.077725;-0.045823;-0.021828;-0.0073786;0.015567;0.015443
1.7463;-0.54636;-0.2407;-0.27567;-0.1849;-0.15703;-0.098022;-0.077916;-0.050481;-0.021293;-0.0014865;0.018227;0.012776
1.748;-0.54127;-0.23892;-0.26649;-0.17129;-0.15207;-0.10524;-0.083825;-0.049948;-0.021025;-0.0045867;0.012134;0.012942
1.7486;-0.54469;-0.24439;-0.28719;-0.19396;-0.16534;-0.095584;-0.064423;-0.041569;-0.016905;-0.016722;0.010226;0.01715
1.7658;-0.53866;-0.22564;-0.26637;-0.18238;-0.14622;-0.11583;-0.083599;-0.053511;-0.027388;-0.0081064;0.0091716;0.022038
1.7584;-0.55107;-0.252;-0.27988;-0.17736;-0.15351;-0.10776;-0.079526;-0.056862;-0.02268;-0.002561;0.019842;0.01484
1.7577;-0.54535;-0.25253;-0.2865;-0.16996;-0.14379;-0.089457;-0.083821;-0.060954;-0.019556;-0.0047036;0.019921;0.020315
1.7695;-0.53046;-0.22511;-0.26052;-0.16571;-0.13022;-0.073663;-0.085478;-0.05806;-0.022103;-0.014086;0.023783;0.02121
1.8328;-0.49201;-0.20918;-0.25046;-0.15052;-0.11194;-0.075234;-0.10783;-0.098876;-0.049522;-0.015917;0.032716;0.03164
1.7992;-0.51975;-0.22906;-0.27482;-0.21594;-0.19259;-0.11356;-0.089495;-0.032532;0.011659;0.022949;0.029459;0.010691
1.8475;-0.49685;-0.21704;-0.25084;-0.18361;-0.14615;-0.10801;-0.08705;-0.021791;0.013465;0.024219;0.019248;0.0052092
1.8343;-0.52787;-0.23953;-0.26212;-0.20786;-0.18662;-0.1052;-0.072876;-0.047185;-0.0036829;0.022472;0.031466;0.01364
1.9165;-0.48768;-0.20351;-0.25199;-0.28476;-0.27002;-0.13067;-0.10247;-0.052684;0.054373;0.03574;0.0080563;0.045425
1.9529;-0.46644;-0.19502;-0.26067;-0.20541;-0.20001;-0.21287;-0.19617;-0.11001;0.0049946;-0.019209;0.034149;0.085743
2.0461;-0.4293;-0.195;-0.21741;-0.143;-0.11978;-0.10714;-0.1459;-0.12497;0.010607;0.028418;0.026996;0.041838
2.0617;-0.43455;-0.24617;-0.2365;-0.17374;-0.2021;-0.022769;-0.092246;-0.1149;0.026604;0.01629;-0.010197;-0.00055836
2.1379;-0.41729;-0.24888;-0.25624;-0.15685;-0.16128;-0.11108;-0.19646;-0.17991;-0.05027;0.051618;0.09736;0.017651
2.1532;-0.441;-0.29373;-0.30531;-0.18152;-0.064591;0.0010896;-0.052161;-0.007795;-0.045268;-0.011459;0.0069041;-0.021088
2.2459;-0.39455;-0.18519;-0.24245;-0.14465;-0.15767;-0.11325;-0.22669;-0.22213;0.034178;0.047395;0.01845;0.017277
2.3494;-0.31741;-0.12121;-0.17486;-0.161;-0.14343;-0.078653;-0.11263;-0.057171;-0.09493;-0.052182;-0.017026;-0.0068786
2.3561;-0.33909;-0.15206;-0.21073;-0.12194;-0.14899;-0.17183;-0.082384;-0.088815;0.041218;0.11671;0.090197;0.027663
