1.749;-0.54235;-0.23478;-0.26711;-0.1772;-0.15758;-0.10561;-0.077087;-0.056511;-0.03178;-0.0048212;0.021396;0.013121
1.7817;-0.54177;-0.26862;-0.30361;-0.18239;-0.12484;-0.092448;-0.098021;-0.063465;-0.014573;0.031108;0.040847;-0.0020408
2.6531;-0.3863;-0.45139;-0.28733;-0.13591;-0.078831;-0.072794;-0.10137;-0.13074;-0.065479;0.059884;-0.0022235;-0.033473
2.0272;-0.43445;-0.26227;-0.27029;-0.14176;-0.090153;-0.075488;-0.16881;-0.1493;-0.018694;0.05615;0.025144;-0.022179
1.7469;-0.54877;-0.23859;-0.27522;-0.18416;-0.15258;-0.10541;-0.07396;-0.045149;-0.025015;-0.0068342;0.020841;0.018439
1.752;-0.55377;-0.24148;-0.28014;-0.18976;-0.16277;-0.098568;-0.07174;-0.048543;-0.023212;-0.011826;0.010015;0.022888
1.7514;-0.54686;-0.2456;-0.28986;-0.18493;-0.16189;-0.10984;-0.07991;-0.048263;-0.018969;-0.002985;0.025637;0.01558
1.743;-0.54592;-0.23457;-0.26937;-0.17655;-0.15428;-0.10666;-0.077457;-0.051482;-0.020636;-0.010289;0.014241;0.019382
1.7542;-0.54182;-0.24652;-0.27712;-0.18519;-0.16038;-0.10879;-0.085582;-0.052181;-0.023966;-0.023004;0.0081462;0.020974
1.7402;-0.54918;-0.23893;-0.2717;-0.18324;-0.15589;-0.10767;-0.079296;-0.047298;-0.020613;-0.0050746;0.014292;0.016458
1.7387;-0.54949;-0.24578;-0.28267;-0.19164;-0.16086;-0.10442;-0.073903;-0.042752;-0.021498;-0.012171;0.0135;0.018353
1.7427;-0.54478;-0.23749;-0.27783;-0.18438;-0.15952;-0.10246;-0.077964;-0.050298;-0.023769;-0.0059754;0.0193;0.01463
1.75;-0.54194;-0.23715;-0.27471;-0.18954;-0.16033;-0.11693;-0.090511;-0.050293;-0.019157;0.002635;0.01607;0.015187
1.7521;-0.54243;-0.2376;-0.28927;-0.20269;-0.17215;-0.11212;-0.078246;-0.04759;-0.017813;-0.0060769;0.026323;0.021554
1.7662;-0.54176;-0.24274;-0.27052;-0.18441;-0.16215;-0.12473;-0.087041;-0.031082;-0.01113;-0.011845;0.016927;0.023359
1.7716;-0.54778;-0.25429;-0.27892;-0.18463;-0.14186;-0.092935;-0.091899;-0.059877;-0.023707;0.0039347;0.032412;0.01702
1.7948;-0.53639;-0.279;-0.31174;-0.1798;-0.11803;-0.085817;-0.10853;-0.07675;-0.017947;0.010256;0.012264;0.010929
1.8395;-0.51815;-0.23939;-0.27322;-0.17665;-0.13731;-0.11815;-0.14791;-0.083908;-0.015161;-0.054173;-0.011375;0.031032
1.9193;-0.48288;-0.26956;-0.30143;-0.13183;-0.074329;-0.089404;-0.15123;-0.11855;-0.037409;0.0053344;0.035809;0.01659
1.9287;-0.50048;-0.30046;-0.32604;-0.147;-0.078476;-0.10291;-0.18728;-0.11544;-0.0102;0.025817;-1.3609e-005;0.01046
1.9967;-0.47811;-0.27637;-0.31065;-0.21419;-0.15529;-0.10177;-0.076389;-0.10578;-0.062411;0.017444;0.020252;0.045966
2.0755;-0.47126;-0.31581;-0.33102;-0.20276;-0.16422;-0.16632;-0.090719;-0.075359;-0.13794;0.043548;0.10236;-0.0072505
2.1249;-0.43185;-0.19905;-0.27427;-0.18476;-0.10155;-0.11377;-0.14739;-0.11407;-0.097724;-0.042823;0.066006;0.025097
2.2102;-0.41865;-0.32669;-0.42147;-0.27472;-0.074297;-0.075265;-0.081654;-0.15533;-0.11206;0.033484;0.042529;0.006681
