1.7489;-0.54232;-0.23451;-0.26696;-0.17729;-0.15814;-0.10608;-0.07727;-0.056531;-0.031677;-0.0052658;0.02088;0.013113
1.8193;-0.49098;-0.17001;-0.22231;-0.13673;-0.12715;-0.076794;-0.037009;-0.013263;-0.014653;-0.022723;-0.013545;-0.011125
2.3671;-0.3174;-0.22466;-0.16956;-0.0099833;-0.11866;0.067038;-0.081734;-0.058776;0.0069045;-0.054062;-0.053831;-0.044233
1.9179;-0.43897;-0.15363;-0.16887;-0.080632;-0.097723;-0.054091;-0.043471;-0.029082;-0.0048067;-0.012964;-0.0323;-0.024776
1.7445;-0.54791;-0.23743;-0.27606;-0.18375;-0.1614;-0.11416;-0.07387;-0.049666;-0.026316;-0.0024162;0.015027;0.019241
1.7501;-0.55272;-0.24532;-0.28265;-0.1861;-0.17131;-0.10332;-0.066095;-0.042102;-0.029981;-0.015312;0.015231;0.022774
1.7531;-0.54849;-0.24702;-0.29163;-0.18452;-0.15625;-0.10758;-0.080887;-0.051001;-0.020455;-0.0046727;0.027805;0.01707
1.7421;-0.54707;-0.23781;-0.27314;-0.18221;-0.16153;-0.10915;-0.080532;-0.046263;-0.021289;-0.006664;0.015233;0.019246
1.7618;-0.54193;-0.24242;-0.27828;-0.19147;-0.16387;-0.11181;-0.082579;-0.053169;-0.02274;-0.020878;0.014524;0.027684
1.7488;-0.54171;-0.2345;-0.27226;-0.18764;-0.16064;-0.11157;-0.080349;-0.042083;-0.019161;-0.0021176;0.012728;0.01845
1.7429;-0.54752;-0.24395;-0.28633;-0.19071;-0.15562;-0.099887;-0.070494;-0.041872;-0.025072;-0.01519;0.01237;0.016913
1.7472;-0.54367;-0.23485;-0.26649;-0.1729;-0.16026;-0.10087;-0.080704;-0.054971;-0.024478;-0.010933;0.01361;0.018861
1.7503;-0.54289;-0.24115;-0.26345;-0.17802;-0.15879;-0.11292;-0.081398;-0.044353;-0.025427;-0.0049156;0.018798;0.015543
1.7569;-0.53841;-0.23272;-0.28182;-0.18928;-0.16469;-0.10474;-0.073627;-0.047896;-0.020429;-0.01635;0.012416;0.018266
1.7637;-0.52991;-0.22517;-0.27555;-0.19148;-0.16243;-0.119;-0.082025;-0.036923;-0.016825;-0.0018137;0.015267;0.015289
