1.764;-0.5288;-0.22138;-0.25769;-0.17385;-0.15635;-0.10155;-0.072445;-0.049254;-0.025028;-0.0024196;0.019966;0.0084218
2.2526;-0.20194;-0.076215;-0.27525;-0.21394;-0.14422;-0.079745;-0.088968;-0.0065056;0.033945;-0.0035258;0.020712;0.011511
3.3531;0.0054139;-0.1256;-0.32644;-0.35951;-0.16324;-0.046392;-0.10395;-0.10429;0.030778;-0.096256;-0.074314;0.084591
2.5574;-0.07473;-0.078209;-0.31058;-0.29115;-0.15778;-0.059459;-0.077981;-0.0496;0.0015099;-0.07239;-0.054172;0.036864
1.7749;-0.52371;-0.21495;-0.25855;-0.17493;-0.14579;-0.10083;-0.073834;-0.046182;-0.019637;-0.0051293;0.020079;0.01866
1.7554;-0.55029;-0.23742;-0.27498;-0.18869;-0.16587;-0.1097;-0.08059;-0.051959;-0.028516;-0.0068564;0.017717;0.028249
1.7516;-0.5469;-0.246;-0.29052;-0.18503;-0.16253;-0.11021;-0.079315;-0.048169;-0.019516;-0.0033916;0.025888;0.015387
1.7441;-0.54611;-0.23517;-0.27033;-0.17642;-0.15549;-0.10721;-0.076121;-0.051004;-0.020513;-0.0098509;0.014648;0.01781
1.7522;-0.54345;-0.24875;-0.27531;-0.18455;-0.15953;-0.10699;-0.087019;-0.052716;-0.021273;-0.020567;0.0082384;0.0221
1.7422;-0.54871;-0.23976;-0.2745;-0.18113;-0.15644;-0.10836;-0.079787;-0.049078;-0.020735;-0.0057623;0.014775;0.017676
1.7399;-0.54928;-0.24524;-0.28177;-0.19296;-0.15738;-0.10257;-0.075227;-0.044283;-0.021209;-0.013433;0.014468;0.0191
1.7458;-0.54462;-0.23778;-0.27206;-0.18276;-0.15806;-0.099175;-0.079315;-0.050369;-0.015904;-0.0005038;0.014577;0.014413
1.7485;-0.54405;-0.24352;-0.26897;-0.18183;-0.15801;-0.10997;-0.088576;-0.052803;-0.025789;-0.0025271;0.017206;0.013868
1.752;-0.54819;-0.24442;-0.28776;-0.19583;-0.17015;-0.10331;-0.064286;-0.041636;-0.013993;-0.010929;0.016896;0.015133
1.7518;-0.55207;-0.24506;-0.27414;-0.18829;-0.15705;-0.10275;-0.077167;-0.048278;-0.020905;-0.0037678;0.014744;0.011539
1.7533;-0.55511;-0.24717;-0.2676;-0.17605;-0.16262;-0.11555;-0.070301;-0.056149;-0.017579;-0.0078784;0.013193;0.022488
1.7629;-0.54439;-0.25155;-0.28168;-0.19349;-0.16728;-0.095816;-0.095893;-0.066398;-0.002828;0.0097323;0.017539;0.021175
1.7986;-0.51984;-0.24218;-0.27022;-0.17096;-0.15285;-0.13105;-0.087815;-0.048708;-0.03888;-0.0067593;0.032316;0.027807
1.8461;-0.48324;-0.19885;-0.25772;-0.16259;-0.14707;-0.14605;-0.1392;-0.096645;-0.035344;0.016753;0.030955;0.021379
1.8394;-0.51145;-0.24143;-0.28239;-0.18305;-0.15372;-0.11532;-0.14124;-0.067979;0.012941;0.01794;0.052627;0.040355
1.8301;-0.53178;-0.24514;-0.27365;-0.17786;-0.12386;-0.10017;-0.10991;-0.062702;-0.020297;0.0043876;0.023655;0.013723
1.8786;-0.51555;-0.24188;-0.25351;-0.097333;-0.10933;-0.13961;-0.091383;-0.013943;-0.00064391;-0.010103;-0.00084968;0.016423
1.9318;-0.47603;-0.20607;-0.21916;-0.13745;-0.16122;-0.063033;-0.12529;-0.1609;-0.01352;-0.0066008;-0.042805;-0.0058925
2.0405;-0.44638;-0.18883;-0.24212;-0.22323;-0.16673;-0.10591;-0.1467;-0.13627;-0.08749;0.0092406;0.024984;0.026401
2.0258;-0.45847;-0.19092;-0.24408;-0.20935;-0.18664;-0.10251;-0.18457;-0.097818;0.013011;0.020783;0.10719;0.028966
2.0912;-0.41751;-0.18641;-0.25525;-0.24982;-0.20315;-0.073058;-0.017396;0.00047937;-0.029824;0.0038094;0.022209;-0.00098375
2.2002;-0.40835;-0.28557;-0.32127;-0.23221;-0.23166;-0.2387;-0.18715;-0.095299;0.046965;0.053439;-0.0059576;0.040638
